Time;Channel A;Channel B
(ms);(V);(V)

0,31049599;12,12598419;11,49606323
0,31299999;12,12598419;11,49606323
0,31550399;12,12598419;11,49606323
0,31800799;12,12598419;11,49606323
0,32051199;12,12598419;11,49606323
0,32301599;12,12598419;11,49606323
0,32551999;12,12598419;11,49606323
0,32802399;12,12598419;11,49606323
0,33052799;12,12598419;11,49606323
0,33303199;12,12598419;11,49606323
0,33553599;12,12598419;11,49606323
0,33803999;12,12598419;11,49606323
0,34054399;12,12598419;11,49606323
0,34304799;12,12598419;11,49606323
0,34555199;12,12598419;11,49606323
0,34805599;12,12598419;11,49606323
0,35055999;12,12598419;11,49606323
0,35306399;12,12598419;11,49606323
0,35556799;12,12598419;11,49606323
0,35807198;12,12598419;11,49606323
0,36057598;12,12598419;11,49606323
0,36307998;12,12598419;11,49606323
0,36558398;12,12598419;11,49606323
0,36808798;12,12598419;11,49606323
0,37059198;12,12598419;11,49606323
0,37309598;12,12598419;11,49606323
0,37559998;12,12598419;11,49606323
0,37810398;12,12598419;11,49606323
0,38060798;12,12598419;11,49606323
0,38311198;12,12598419;11,49606323
0,38561598;12,12598419;11,49606323
0,38811998;12,12598419;11,49606323
0,39062398;12,12598419;11,49606323
0,39312798;12,12598419;11,49606323
0,39563198;12,12598419;11,49606323
0,39813598;12,12598419;11,49606323
0,40063998;12,12598419;11,49606323
0,40314398;12,12598419;11,49606323
0,40564798;12,12598419;11,49606323
0,40815198;12,12598419;11,49606323
0,41065598;12,12598419;11,49606323
0,41315998;12,12598419;11,49606323
0,41566398;12,12598419;11,49606323
0,41816798;12,12598419;11,49606323
0,42067198;12,12598419;11,49606323
0,42317598;12,12598419;11,49606323
0,42567998;12,12598419;11,49606323
0,42818398;12,12598419;11,49606323
0,43068798;12,12598419;11,49606323
0,43319198;12,12598419;11,49606323
0,43569598;12,12598419;11,49606323
0,43819998;12,12598419;11,49606323
0,44070398;12,12598419;11,49606323
0,44320798;12,12598419;11,49606323
0,44571198;12,12598419;11,49606323
0,44821598;12,12598419;11,49606323
0,45071998;12,12598419;11,49606323
0,45322398;12,12598419;11,49606323
0,45572798;12,12598419;11,49606323
0,45823198;12,12598419;11,49606323
0,46073598;12,12598419;11,49606323
0,46323998;12,12598419;11,49606323
0,46574398;12,12598419;11,49606323
0,46824798;12,12598419;11,49606323
0,47075198;12,12598419;11,49606323
0,47325598;12,12598419;11,49606323
0,47575998;12,12598419;11,49606323
0,47826398;12,12598419;11,49606323
0,48076798;12,12598419;11,49606323
0,48327198;12,12598419;11,49606323
0,48577598;12,12598419;11,49606323
0,48827998;12,12598419;11,49606323
0,49078398;12,12598419;11,49606323
0,49328798;12,12598419;11,49606323
0,49579198;12,12598419;11,49606323
0,49829598;12,12598419;11,49606323
0,50079998;12,12598419;11,49606323
0,50330398;12,12598419;11,49606323
0,50580798;12,12598419;11,49606323
0,50831198;12,12598419;11,49606323
0,51081598;12,12598419;11,49606323
0,51331998;12,12598419;11,49606323
0,51582398;12,12598419;11,49606323
0,51832798;12,12598419;11,49606323
0,52083198;12,12598419;11,49606323
0,52333598;12,12598419;11,49606323
0,52583998;12,12598419;11,49606323
0,52834398;12,12598419;11,49606323
0,53084798;12,12598419;11,49606323
0,53335198;12,12598419;11,49606323
0,53585598;12,12598419;11,49606323
0,53835998;12,12598419;11,49606323
0,54086398;12,12598419;11,49606323
0,54336798;12,12598419;11,49606323
0,54587198;12,12598419;11,49606323
0,54837598;12,12598419;11,49606323
0,55087998;12,12598419;11,49606323
0,55338398;12,12598419;11,49606323
0,55588798;12,12598419;11,49606323
0,55839198;12,12598419;11,49606323
0,56089598;12,12598419;11,49606323
0,56339998;12,12598419;11,49606323
0,56590398;12,12598419;11,49606323
0,56840798;12,12598419;11,49606323
0,57091198;12,12598419;11,49606323
0,57341598;12,12598419;11,49606323
0,57591998;12,12598419;11,49606323
0,57842398;12,12598419;11,49606323
0,58092798;12,12598419;11,49606323
0,58343198;12,12598419;11,49606323
0,58593598;12,12598419;11,49606323
0,58843998;12,12598419;11,49606323
0,59094398;12,12598419;11,49606323
0,59344798;12,12598419;11,49606323
0,59595197;12,12598419;11,49606323
0,59845597;12,12598419;11,49606323
0,60095997;12,12598419;11,49606323
0,60346397;12,12598419;11,49606323
0,60596797;12,12598419;11,49606323
0,60847197;12,12598419;11,49606323
0,61097597;12,12598419;11,49606323
0,61347997;12,12598419;11,49606323
0,61598397;12,12598419;11,49606323
0,61848797;12,12598419;11,49606323
0,62099197;12,12598419;11,49606323
0,62349597;12,12598419;11,49606323
0,62599997;12,12598419;11,49606323
0,62850397;12,12598419;11,49606323
0,63100797;12,12598419;11,49606323
0,63351197;1,25984251;0,47244096
0,63601597;1,10236216;0,31496063
0,63851997;1,10236216;0,31496063
0,64102397;1,10236216;0,31496063
0,64352797;1,10236216;0,31496063
0,64603197;1,10236216;0,31496063
0,64853597;1,10236216;0,31496063
0,65103997;1,10236216;0,31496063
0,65354397;1,10236216;0,31496063
0,65604797;0,94488192;0,31496063
0,65855197;1,10236216;0,31496063
0,66105597;1,10236216;0,31496063
0,66355997;1,10236216;0,31496063
0,66606397;0,94488192;0,31496063
0,66856797;1,10236216;0,31496063
0,67107197;1,10236216;0,31496063
0,67357597;1,10236216;0,31496063
0,67607997;0,94488192;0,31496063
0,67858397;1,10236216;0,31496063
0,68108797;1,10236216;0,31496063
0,68359197;0,94488192;0,31496063
0,68609597;0,94488192;0,31496063
0,68859997;1,10236216;0,31496063
0,69110397;1,10236216;0,31496063
0,69360797;0,94488192;0,31496063
0,69611197;0,94488192;0,31496063
0,69861597;1,10236216;0,31496063
0,70111997;2,36220479;2,36220479
0,70362397;7,40157461;7,87401581
0,70612797;9,76377964;9,92125988
0,70863197;11,18110275;10,55118084
0,71113597;11,65354347;11,02362156
0,71363997;11,81102371;11,18110275
0,71614397;11,96850395;11,33858299
0,71864797;11,96850395;11,33858299
0,72115197;11,96850395;11,33858299
0,72365597;12,12598419;11,49606323
0,72615997;11,96850395;11,49606323
0,72866397;12,12598419;11,49606323
0,73116797;12,12598419;11,49606323
0,73367197;12,12598419;11,49606323
0,73617597;11,96850395;11,49606323
0,73867997;12,12598419;11,49606323
0,74118397;12,12598419;11,49606323
0,74368797;12,12598419;11,49606323
0,74619197;12,12598419;11,49606323
0,74869597;12,12598419;11,49606323
0,75119997;12,12598419;11,49606323
0,75370397;12,12598419;11,49606323
0,75620797;12,12598419;11,49606323
0,75871197;12,12598419;11,49606323
0,76121597;1,25984251;0,47244096
0,76371997;1,10236216;0,31496063
0,76622397;1,10236216;0,31496063
0,76872797;1,10236216;0,31496063
0,77123197;1,10236216;0,31496063
0,77373597;1,10236216;0,31496063
0,77623997;0,94488192;0,31496063
0,77874397;1,10236216;0,31496063
0,78124797;1,10236216;0,31496063
0,78375197;1,10236216;0,31496063
0,78625597;1,10236216;0,31496063
0,78875997;0,94488192;0,31496063
0,79126397;0,94488192;0,31496063
0,79376797;0,94488192;0,31496063
0,79627197;0,94488192;0,31496063
0,79877597;1,10236216;0,31496063
0,80127997;0,94488192;0,31496063
0,80378397;1,10236216;0,31496063
0,80628797;0,94488192;0,31496063
0,80879197;1,10236216;0,31496063
0,81129597;0,94488192;0,31496063
0,81379997;0,94488192;0,31496063
0,81630397;0,94488192;0,31496063
0,81880797;1,10236216;0,31496063
0,82131197;0,94488192;0,31496063
0,82381597;0,94488192;0,31496063
0,82631997;0,94488192;0,31496063
0,82882397;1,10236216;0,31496063
0,83132796;0,94488192;0,31496063
0,83383196;0,94488192;0,31496063
0,83633596;0,94488192;0,31496063
0,83883996;0,94488192;0,31496063
0,84134396;0,94488192;0,31496063
0,84384796;0,94488192;0,31496063
0,84635196;0,94488192;0,31496063
0,84885596;1,10236216;0,31496063
0,85135996;0,94488192;0,31496063
0,85386396;1,10236216;0,31496063
0,85636796;0,94488192;0,31496063
0,85887196;1,10236216;0,31496063
0,86137596;1,10236216;0,31496063
0,86387996;0,94488192;0,31496063
0,86638396;0,94488192;0,31496063
0,86888796;1,10236216;0,31496063
0,87139196;0,94488192;0,31496063
0,87389596;0,94488192;0,31496063
0,87639996;1,10236216;0,31496063
0,87890396;1,10236216;0,31496063
0,88140796;0,94488192;0,31496063
0,88391196;1,10236216;0,31496063
0,88641596;1,10236216;0,31496063
0,88891996;1,10236216;0,31496063
0,89142396;0,94488192;0,31496063
0,89392796;1,10236216;0,31496063
0,89643196;0,94488192;0,31496063
0,89893596;1,10236216;0,31496063
0,90143996;0,94488192;0,31496063
0,90394396;0,94488192;0,31496063
0,90644796;0,94488192;0,31496063
0,90895196;1,10236216;0,31496063
0,91145596;0,94488192;0,31496063
0,91395996;0,94488192;0,31496063
0,91646396;0,94488192;0,31496063
0,91896796;1,10236216;0,15748031
0,92147196;0,94488192;0,31496063
0,92397596;0,94488192;0,31496063
0,92647996;0,94488192;0,31496063
0,92898396;1,10236216;0,31496063
0,93148796;0,94488192;0,31496063
0,93399196;1,10236216;0,31496063
0,93649596;0,94488192;0,31496063
0,93899996;1,10236216;0,31496063
0,94150396;0,94488192;0,31496063
0,94400796;0,94488192;0,31496063
0,94651196;0,94488192;0,31496063
0,94901596;1,10236216;0,15748031
0,95151996;0,94488192;0,31496063
0,95402396;0,94488192;0,31496063
0,95652796;0,94488192;0,31496063
0,95903196;1,10236216;0,31496063
0,96153596;1,10236216;0,31496063
0,96403996;1,10236216;0,31496063
0,96654396;0,94488192;0,31496063
0,96904796;1,10236216;0,31496063
0,97155196;0,94488192;0,31496063
0,97405596;0,94488192;0,31496063
0,97655996;0,94488192;0,31496063
0,97906396;1,10236216;0,31496063
0,98156796;0,94488192;0,31496063
0,98407196;0,94488192;0,31496063
0,98657596;0,94488192;0,31496063
0,98907996;1,10236216;0,31496063
0,99158396;0,94488192;0,31496063
0,99408796;0,94488192;0,31496063
0,99659196;0,94488192;0,31496063
0,99909596;1,10236216;0,31496063
1,00159996;0,94488192;0,31496063
1,00410396;1,10236216;0,31496063
1,00660796;0,94488192;0,31496063
1,00911196;1,10236216;0,31496063
1,01161596;0,94488192;0,31496063
1,01411996;1,10236216;0,31496063
1,01662396;0,94488192;0,31496063
1,01912796;1,10236216;0,31496063
1,02163196;0,94488192;0,31496063
1,02413596;0,94488192;0,31496063
1,02663996;0,94488192;0,31496063
1,02914396;1,10236216;0,31496063
1,03164796;1,10236216;0,31496063
1,03415196;0,94488192;0,31496063
1,03665596;0,94488192;0,31496063
1,03915996;1,10236216;0,31496063
1,04166396;0,94488192;0,31496063
1,04416796;1,10236216;0,31496063
1,04667196;0,94488192;0,31496063
1,04917596;1,10236216;0,31496063
1,05167996;0,94488192;0,31496063
1,05418396;0,94488192;0,31496063
1,05668796;0,94488192;0,31496063
1,05919196;0,94488192;0,31496063
1,06169596;0,94488192;0,31496063
1,06419996;0,94488192;0,31496063
1,06670396;0,94488192;0,31496063
1,06920795;1,10236216;0,31496063
1,07171195;0,94488192;0,31496063
1,07421595;0,94488192;0,31496063
1,07671995;0,94488192;0,31496063
1,07922395;1,10236216;0,31496063
1,08172795;0,94488192;0,31496063
1,08423195;0,94488192;0,31496063
1,08673595;0,94488192;0,31496063
1,08923995;1,10236216;0,15748031
1,09174395;0,94488192;0,31496063
1,09424795;0,94488192;0,31496063
1,09675195;1,10236216;0,31496063
1,09925595;1,10236216;0,31496063
1,10175995;0,94488192;0,31496063
1,10426395;1,10236216;0,31496063
1,10676795;0,94488192;0,31496063
1,10927195;1,10236216;0,31496063
1,11177595;0,94488192;0,31496063
1,11427995;0,94488192;0,31496063
1,11678395;0,94488192;0,31496063
1,11928795;1,10236216;0,31496063
1,12179195;1,10236216;0,31496063
1,12429595;0,94488192;0,31496063
1,12679995;0,94488192;0,31496063
1,12930395;1,10236216;0,31496063
1,13180795;1,10236216;0,31496063
1,13431195;0,94488192;0,31496063
1,13681595;0,94488192;0,31496063
1,13931995;0,94488192;0,31496063
1,14182395;0,94488192;0,31496063
1,14432795;1,10236216;0,31496063
1,14683195;0,94488192;0,31496063
1,14933595;1,10236216;0,31496063
1,15183995;0,94488192;0,31496063
1,15434395;1,10236216;0,31496063
1,15684795;0,94488192;0,31496063
1,15935195;1,10236216;0,31496063
1,16185595;0,94488192;0,31496063
1,16435995;0,94488192;0,31496063
1,16686395;0,94488192;0,31496063
1,16936795;1,10236216;0,15748031
1,17187195;0,94488192;0,31496063
1,17437595;1,10236216;0,31496063
1,17687995;0,94488192;0,31496063
1,17938395;1,10236216;0,15748031
1,18188795;0,94488192;0,31496063
1,18439195;0,94488192;0,31496063
1,18689595;0,94488192;0,31496063
1,18939995;1,10236216;0,31496063
1,19190395;0,94488192;0,31496063
1,19440795;0,94488192;0,31496063
1,19691195;0,94488192;0,31496063
1,19941595;1,10236216;0,31496063
1,20191995;0,94488192;0,31496063
1,20442395;1,10236216;0,31496063
1,20692795;1,10236216;0,31496063
1,20943195;4,88188982;5,35433054
1,21193595;8,66141701;8,97637749
1,21443995;10,39370060;10,23622036
1,21694395;11,33858299;10,70866108
1,21944795;11,65354347;11,02362156
1,22195195;11,81102371;11,18110275
1,22445595;11,96850395;11,33858299
1,22695995;11,96850395;11,33858299
1,22946395;12,12598419;11,33858299
1,23196795;11,96850395;11,49606323
1,23447195;12,12598419;11,49606323
1,23697595;11,96850395;11,49606323
1,23947995;12,12598419;11,49606323
1,24198395;12,12598419;11,49606323
1,24448795;12,12598419;11,49606323
1,24699195;12,12598419;11,49606323
1,24949595;12,12598419;11,49606323
1,25199995;12,12598419;11,49606323
1,25450395;12,12598419;11,49606323
1,25700795;11,96850395;11,49606323
1,25951195;12,12598419;11,49606323
1,26201595;12,12598419;11,49606323
1,26451995;12,12598419;11,49606323
1,26702395;12,12598419;11,49606323
1,26952795;12,12598419;11,49606323
1,27203195;12,12598419;11,49606323
1,27453595;12,12598419;11,49606323
1,27703995;12,12598419;11,49606323
1,27954395;12,12598419;11,49606323
1,28204795;12,12598419;11,49606323
1,28455195;12,12598419;11,49606323
1,28705595;12,12598419;11,49606323
1,28955995;12,12598419;11,49606323
1,29206395;12,12598419;11,49606323
1,29456795;12,12598419;11,49606323
1,29707195;12,12598419;11,49606323
1,29957595;12,12598419;11,49606323
1,30207995;12,12598419;11,49606323
1,30458395;12,12598419;11,49606323
1,30708794;12,12598419;11,49606323
1,30959194;12,12598419;11,49606323
1,31209594;12,12598419;11,49606323
1,31459994;12,12598419;11,49606323
1,31710394;12,12598419;11,49606323
1,31960794;12,12598419;11,49606323
1,32211194;12,12598419;11,49606323
1,32461594;12,12598419;11,49606323
1,32711994;12,12598419;11,49606323
1,32962394;12,12598419;11,49606323
1,33212794;12,12598419;11,49606323
1,33463194;12,12598419;11,49606323
1,33713594;12,12598419;11,49606323
1,33963994;12,12598419;11,49606323
1,34214394;12,12598419;11,49606323
1,34464794;12,12598419;11,49606323
1,34715194;12,12598419;11,49606323
1,34965594;12,12598419;11,49606323
1,35215994;12,12598419;11,49606323
1,35466394;12,12598419;11,49606323
1,35716794;12,12598419;11,49606323
1,35967194;12,12598419;11,49606323
1,36217594;12,12598419;11,49606323
1,36467994;12,12598419;11,49606323
1,36718394;12,12598419;11,49606323
1,36968794;12,12598419;11,49606323
1,37219194;12,12598419;11,49606323
1,37469594;12,12598419;11,49606323
1,37719994;12,12598419;11,49606323
1,37970394;12,12598419;11,49606323
1,38220794;12,12598419;11,49606323
1,38471194;12,12598419;11,49606323
1,38721594;12,12598419;11,49606323
1,38971994;12,12598419;11,49606323
1,39222394;12,12598419;11,49606323
1,39472794;12,12598419;11,49606323
1,39723194;12,12598419;11,49606323
1,39973594;12,12598419;11,49606323
1,40223994;12,12598419;11,49606323
1,40474394;12,12598419;11,49606323
1,40724794;12,12598419;11,49606323
1,40975194;12,12598419;11,49606323
1,41225594;12,12598419;11,49606323
1,41475994;12,12598419;11,49606323
1,41726394;12,12598419;11,49606323
1,41976794;12,12598419;11,49606323
1,42227194;12,12598419;11,49606323
1,42477594;12,12598419;11,49606323
1,42727994;12,12598419;11,49606323
1,42978394;12,12598419;11,49606323
1,43228794;12,12598419;11,49606323
1,43479194;12,12598419;11,49606323
1,43729594;12,12598419;11,49606323
1,43979994;12,12598419;11,49606323
1,44230394;12,12598419;11,49606323
1,44480794;12,12598419;11,49606323
1,44731194;12,12598419;11,49606323
1,44981594;12,12598419;11,49606323
1,45231994;12,12598419;11,49606323
1,45482394;12,12598419;11,49606323
1,45732794;12,12598419;11,49606323
1,45983194;12,12598419;11,49606323
1,46233594;12,12598419;11,49606323
1,46483994;12,12598419;11,49606323
1,46734394;12,12598419;11,49606323
1,46984794;12,12598419;11,49606323
1,47235194;12,12598419;11,49606323
1,47485594;12,12598419;11,49606323
1,47735994;12,12598419;11,49606323
1,47986394;12,12598419;11,49606323
1,48236794;12,12598419;11,49606323
1,48487194;12,12598419;11,49606323
1,48737594;12,12598419;11,49606323
1,48987994;12,12598419;11,49606323
1,49238394;12,12598419;11,49606323
1,49488794;12,12598419;11,49606323
1,49739194;12,12598419;11,49606323
1,49989594;12,12598419;11,49606323
1,50239994;12,12598419;11,49606323
1,50490394;12,12598419;11,49606323
1,50740794;12,12598419;11,49606323
1,50991194;12,12598419;11,49606323
1,51241594;12,12598419;11,49606323
1,51491994;12,12598419;11,49606323
1,51742394;12,12598419;11,49606323
1,51992794;12,12598419;11,49606323
1,52243194;12,12598419;11,49606323
1,52493594;12,12598419;11,49606323
1,52743994;12,12598419;11,49606323
1,52994394;12,12598419;11,49606323
1,53244794;12,12598419;11,49606323
1,53495194;12,12598419;11,49606323
1,53745594;12,12598419;11,49606323
1,53995994;12,12598419;11,49606323
1,54246394;12,12598419;11,49606323
1,54496793;12,12598419;11,49606323
1,54747193;12,12598419;11,49606323
1,54997593;12,12598419;11,49606323
1,55247993;12,12598419;11,49606323
1,55498393;12,12598419;11,49606323
1,55748793;12,12598419;11,49606323
1,55999193;12,12598419;11,49606323
1,56249593;12,12598419;11,49606323
1,56499993;12,12598419;11,49606323
1,56750393;12,12598419;11,49606323
1,57000793;12,12598419;11,49606323
1,57251193;12,12598419;11,49606323
1,57501593;12,12598419;11,49606323
1,57751993;12,12598419;11,49606323
1,58002393;12,12598419;11,49606323
1,58252793;12,12598419;11,49606323
1,58503193;12,12598419;11,49606323
1,58753593;12,12598419;11,49606323
1,59003993;12,12598419;11,49606323
1,59254393;12,12598419;11,49606323
1,59504793;12,12598419;11,49606323
1,59755193;12,12598419;11,49606323
1,60005593;12,12598419;11,49606323
1,60255993;12,12598419;11,49606323
1,60506393;12,12598419;11,49606323
1,60756793;12,12598419;11,49606323
1,61007193;12,12598419;11,49606323
1,61257593;12,12598419;11,49606323
1,61507993;12,12598419;11,49606323
1,61758393;12,12598419;11,49606323
1,62008793;12,12598419;11,49606323
1,62259193;12,12598419;11,49606323
1,62509593;12,12598419;11,49606323
1,62759993;12,12598419;11,49606323
1,63010393;12,12598419;11,49606323
1,63260793;12,12598419;11,49606323
1,63511193;12,12598419;11,49606323
1,63761593;12,12598419;11,49606323
1,64011993;12,12598419;11,49606323
1,64262393;12,12598419;11,49606323
1,64512793;12,12598419;11,49606323
1,64763193;12,12598419;11,49606323
1,65013593;12,12598419;11,49606323
1,65263993;12,12598419;11,49606323
1,65514393;12,12598419;11,49606323
1,65764793;12,12598419;11,49606323
1,66015193;12,12598419;11,49606323
1,66265593;12,12598419;11,49606323
1,66515993;12,12598419;11,49606323
1,66766393;12,12598419;11,49606323
1,67016793;12,12598419;11,49606323
1,67267193;12,12598419;11,49606323
1,67517593;12,12598419;11,49606323
1,67767993;12,12598419;11,49606323
1,68018393;12,12598419;11,49606323
1,68268793;12,12598419;11,49606323
1,68519193;12,12598419;11,49606323
1,68769593;12,12598419;11,49606323
1,69019993;12,12598419;11,49606323
1,69270393;12,12598419;11,49606323
1,69520793;12,12598419;11,49606323
1,69771193;12,12598419;11,49606323
1,70021593;12,12598419;11,49606323
1,70271993;12,12598419;11,49606323
1,70522393;12,12598419;11,49606323
1,70772793;12,12598419;11,49606323
1,71023193;12,12598419;11,49606323
1,71273593;12,12598419;11,49606323
1,71523993;12,12598419;11,49606323
1,71774393;12,12598419;11,49606323
1,72024793;12,12598419;11,49606323
1,72275193;12,12598419;11,49606323
1,72525593;12,12598419;11,49606323
1,72775993;12,12598419;11,49606323
1,73026393;12,12598419;11,49606323
1,73276793;12,12598419;11,49606323
1,73527193;12,12598419;11,49606323
1,73777593;12,12598419;11,49606323
1,74027993;12,12598419;11,49606323
1,74278393;12,12598419;11,49606323
1,74528793;12,12598419;11,49606323
1,74779193;12,12598419;11,49606323
1,75029593;12,12598419;11,49606323
1,75279993;12,12598419;11,49606323
1,75530393;12,12598419;11,49606323
1,75780793;12,12598419;11,49606323
1,76031193;12,12598419;11,49606323
1,76281593;12,12598419;11,49606323
1,76531993;12,12598419;11,49606323
1,76782393;12,12598419;11,49606323
1,77032793;12,12598419;11,49606323
1,77283193;12,12598419;11,49606323
1,77533593;12,12598419;11,49606323
1,77783993;12,12598419;11,49606323
1,78034393;12,12598419;11,49606323
1,78284792;12,12598419;11,49606323
1,78535192;12,12598419;11,49606323
1,78785592;12,12598419;11,49606323
1,79035992;12,12598419;11,49606323
1,79286392;12,12598419;11,49606323
1,79536792;12,12598419;11,49606323
1,79787192;12,12598419;11,49606323
1,80037592;12,12598419;11,49606323
1,80287992;12,12598419;11,49606323
1,80538392;12,12598419;11,49606323
1,80788792;12,12598419;11,49606323
1,81039192;12,12598419;11,49606323
1,81289592;12,12598419;11,49606323
1,81539992;12,12598419;11,49606323
1,81790392;12,12598419;11,49606323
1,82040792;12,12598419;11,49606323
1,82291192;12,12598419;11,49606323
1,82541592;12,12598419;11,49606323
1,82791992;12,12598419;11,49606323
1,83042392;12,12598419;11,49606323
1,83292792;12,12598419;11,49606323
1,83543192;12,12598419;11,49606323
1,83793592;12,12598419;11,49606323
1,84043992;12,12598419;11,49606323
1,84294392;12,12598419;11,49606323
1,84544792;12,12598419;11,49606323
1,84795192;12,12598419;11,49606323
1,85045592;12,12598419;11,49606323
1,85295992;12,12598419;11,49606323
1,85546392;12,12598419;11,49606323
1,85796792;12,12598419;11,49606323
1,86047192;12,12598419;11,49606323
1,86297592;12,12598419;11,49606323
1,86547992;12,12598419;11,49606323
1,86798392;12,12598419;11,49606323
1,87048792;12,12598419;11,49606323
1,87299192;12,12598419;11,49606323
1,87549592;12,12598419;11,49606323
1,87799992;12,12598419;11,49606323
1,88050392;12,12598419;11,49606323
1,88300792;12,12598419;11,49606323
1,88551192;12,12598419;11,49606323
1,88801592;12,12598419;11,49606323
1,89051992;12,12598419;11,49606323
1,89302392;12,12598419;11,49606323
1,89552792;12,12598419;11,49606323
1,89803192;12,12598419;11,49606323
1,90053592;12,12598419;11,49606323
1,90303992;12,12598419;11,49606323
1,90554392;12,12598419;11,49606323
1,90804792;12,12598419;11,49606323
1,91055192;12,12598419;11,49606323
1,91305592;12,12598419;11,49606323
1,91555992;12,12598419;11,49606323
1,91806392;12,12598419;11,49606323
1,92056792;12,12598419;11,49606323
1,92307192;12,12598419;11,49606323
1,92557592;12,12598419;11,49606323
1,92807992;12,12598419;11,49606323
1,93058392;12,12598419;11,49606323
